temp,hum
29.104720295281897,50.20371552008223
29.213522060522298,49.72509952527099
29.074276975608434,50.37781296600527
28.83605701047098,49.6874731827126
28.889977692847417,49.6233450853961
29.241256036973077,49.82987677971164
29.344601756081076,48.44753046142435
29.314341229871857,48.34174146360758
28.990047229242332,48.79369149834611
29.176097321226727,49.04316531089177
29.090309027014197,50.17368452813741
29.001399497258884,48.66515079627095
29.051504641777214,49.664974386763866
28.98028915495159,50.129329087564386
29.599140187331958,51.08320540756824
29.22088500992827,49.115490261942085
28.48893046106284,50.06241036475502
29.70922678578557,50.54313849762472
29.050987485421455,48.71140292047013
29.372638167179588,50.83190003904767
28.433890414759013,50.23937472326915
29.12437236539452,50.2550140655189
28.980098442898115,49.06198338287991
28.74311740953856,49.68184066641295
28.96788684441297,49.720302167456076
29.136696624962653,49.3573434146232
29.233685130049455,50.15265018583067
29.51025706202536,49.52010276769742
28.92419373919492,50.903077777280025
28.83849573359435,49.89827429140878
28.940150300365538,50.767616688547335
29.013448863447632,49.95071564360146
29.0635741352441,50.94573134385887
29.063801016430958,50.84809313680752
28.912405481968285,49.53841338059072
29.373179971365467,49.15486053736409
29.16680460032107,48.5430357197905
28.832174150044224,51.04810222348339
28.881995507529894,49.0047866481373
29.269914620719167,48.771858622237886
29.155520517362643,48.98777553007295
28.58412227533357,49.795050113262235
28.72009374944841,52.008353417263315
29.16530484946695,49.735426146556094
29.507476086319294,51.28162108730841
29.1022157446932,51.0566400282452
29.612070077065617,49.43727685051382
29.066188531772603,49.88771476039936
28.713642829465698,50.07659824915664
28.495352234821443,52.34517235891172
29.05728921738945,49.71555825029535
29.20669490838989,51.52178498835879
28.939884697793214,51.60591651275933
29.0802426654469,50.119512969321235
28.929771541935654,50.21494206356827
28.539049785033214,48.23486889959479
28.781601347361352,50.01159225208113
29.446005029862416,51.85387817970766
28.75096787786735,51.10985931341837
28.898618414637326,51.088908751418174
28.856769994867435,50.24118650319576
29.463226463902473,51.879823433627486
28.965409680340343,49.835199444337974
28.886515592565857,47.708067635121
28.86093888415643,49.979538274611556
28.954018531497884,51.09887220696412
29.455042895600464,51.74488682555274
28.944463737816072,50.48923926769838
28.806526040060337,50.39819859734338
29.535770293827508,51.79297344580177
28.843900205129476,48.556287103332025
29.021744895421136,50.225226465603626
29.09673286133311,50.34546044823504
29.546597159462856,49.445572904502136
29.00302130500753,48.348559688599295
29.18411754072906,51.549054275227896
29.04243979990466,52.660177292165955
28.991678797798958,51.91820853664141
29.01728004180792,49.917590201878596
28.812050069051576,51.256172872825815
29.380477635132046,51.18212839004147
28.914024415036664,50.31517847135586
29.663996257175715,51.26788378488328
29.17786232965862,51.37541916726677
28.49656226347281,51.16195657383585
28.98782612081882,51.098654705805885
28.100645503985945,50.93057191009232
28.942961131491376,49.633535313029114
28.992299920429907,48.30702348110901
28.97158996303269,51.079365642212416
28.93730225433001,51.2293187341984
29.059986932680037,51.88287206048628
28.870011003259748,49.4683641876164
29.205029137152664,49.05307550050903
29.074339903237025,49.643667141810056
29.089496462851447,48.63755307571362
29.230342477170517,50.1696291647302
28.53671982570342,51.282169543674655
29.306241489076562,50.10447978643776
29.157058321303587,52.6259127084637
28.87635218339494,51.12643058219599
28.958684924707395,50.51817190986794
28.76698870443788,50.27979938146224
28.883135573002416,50.90023260515459
29.135769530627787,50.193716941992
28.836464951356042,51.63991345006429
29.227400920902472,50.866006090751235
29.585221252188582,51.77294245560073
28.73804638203396,50.38103078196802
29.077079866781034,51.176227623217024
29.274707922115333,50.92182933001106
28.762367010628264,50.74186127877764
28.88957828533229,50.211027244197304
29.092630730812544,51.82265676827651
29.104335762487743,51.2782213380147
28.85651749153162,50.35496975706582
28.718645129572476,50.8816407618969
28.9795612736347,51.49299736495502
29.079685575128,50.47981222671537
28.92056976135066,49.72094412966736
29.669973356382876,51.35309756434929
29.177266537607284,52.47962321681245
28.73071161953484,49.792546041074104
28.782629426958927,50.68439559571141
28.793221274173884,51.09076750712887
28.904166895227682,51.68939416066489
29.25648604070556,50.09721635340748
29.517261512573437,51.47439484785797
29.207226219393885,50.026691586475216
29.201672892497026,50.45655617961246
29.68687186891328,50.26330092153095
29.222862286376934,50.32951696142988
28.628182707673083,51.194899014769575
29.404112037092542,52.442601540132294
29.36779018617626,50.27269546061306
29.03651601011087,52.857785535879486
28.995881462454133,52.07946752216278
28.86928589641605,51.98817650351385
28.788727678733416,51.0268486569401
29.082815876421463,52.84391608175502
29.307499109721157,50.137930698765345
28.969711374393192,51.6874774076003
29.357884912456825,51.3842878296018
29.159607413219096,51.71346974961382
29.08031827141136,50.46311212331631
28.731154885981642,51.458294343673394
29.10987223084582,50.97682247754736
29.010211521289953,52.62013761767097
28.735323211973267,50.67963365498237
29.400108585808304,52.13019192320699
28.68736017607698,51.816804908447175
28.760480939390927,51.05353286213882
29.295141784399718,52.41149580474325
29.13411377018978,51.50335913719121
29.090639832484673,50.865404931196835
28.938058284234284,51.80227886468006
29.297325554998807,51.88819342833053
28.834397954610857,49.60583604955714
29.193514998698383,50.49668089150565
29.250058074363224,50.76690392967984
28.856562997073404,49.8349140659562
29.30927369737996,51.17906956443304
28.973032441976404,48.792780459479054
29.056731508170277,51.56501095020949
29.068453207122207,52.48190493973287
29.05561769080675,52.30356995917197
29.236692029464763,50.177166401676764
29.218540182866047,51.69516295569783
28.89469129239725,50.933741288390294
29.071231131789705,51.154259639222666
28.919277319595707,53.78526277497755
29.1080330253644,51.34323548780369
29.235930626499492,52.07271402365328
28.953720888112752,50.97842931736213
29.518596805104558,51.2643613547461
29.46036409718951,52.97614731308243
29.212237510920712,51.93036877052612
29.03519773752226,51.61398113102707
28.914304665535532,50.845431145654636
29.27277490173729,50.763350381269916
29.268879233239282,52.43994190963811
29.134039972151676,51.263551515065785
29.15678434599475,50.09265195890311
28.94444698203257,52.01584671437935
29.10917266108582,49.131178052116674
29.134816719996294,50.36661111723419
29.222155355815037,49.7526660772549
28.460979603473245,51.63885013478687
29.548268810355463,52.55541785575869
29.472207130650094,50.62382513805592
29.17304597143407,50.73568413489437
28.654172772751913,51.42172360087352
29.606003783140366,52.345714819892535
29.81838586666885,51.09031617863641
29.49231460994786,50.732151050532295
28.977244611653138,51.77533204503391
29.148922670917695,52.72614040923204
29.70978297702123,52.33332648913922
28.858026865675402,52.96498137716037
29.263577618607222,52.19736305827514
29.314345612227935,49.52935703008329
29.377791471500586,53.21318643263194
29.44736628845702,52.72394277900944
28.895171636995173,51.70994104869874
29.207672141829935,51.16063945651396
28.835523691642056,54.23898191610929
29.55289354830871,51.62655738462321
29.144506633915373,51.07548129230294
28.818013267572436,53.15961468444885
29.227667199909686,51.67268400493624
29.06329664329879,51.45508997892221
29.182989451686424,52.29384811320192
29.44844185426899,51.29525959764497
29.59743581249255,52.0691737717607
29.167843053093836,51.042278124698946
29.171722857222722,53.11161209648002
28.74654723059728,51.281094917940855
29.402483248969332,51.53105626924178
29.216063030194448,50.860696098985564
29.063913498367707,51.898001385644456
29.013662586551323,52.91004818543136
28.865296097436325,51.39266677868923
29.243536474938065,52.54676248599122
29.10154977008039,52.575449214316336
28.987996248879973,51.77585939023322
29.34595013924328,50.31674874201606
29.23332632893311,51.48408168268593
29.404254509293676,50.86691468522232
28.45353232163394,49.99633412181197
29.411711507287468,50.31853963556583
29.392796030615205,53.19449801186476
29.369790608767754,50.19665862417249
29.11940655136532,51.974668912231806
28.93836383766511,52.28720806887552
29.506090223375317,51.01553977365654
29.27079898569996,51.78057747984009
28.96800175773497,52.1846347074532
29.681504513292392,52.54365764147555
28.79392047295477,51.193114827625465
29.386419675607605,52.8442889299
28.814611575890353,52.335534081835824
28.963043358097153,53.11046274170758
29.43111114759929,52.80595147361414
29.188312122306495,53.206231163298376
29.244398860098283,51.904447712407105
29.334723510478387,53.56933075589847
29.15092390526059,50.36936334242443
29.29889055269213,50.93598562110316
28.97469406529971,52.234918329608504
29.27147947821053,52.44424433902964
29.642733633495197,52.71474789720931
28.981434718467543,51.520540347780795
29.10782091181262,50.55534707682207
28.828843858923328,52.30439589432696
29.355707561216096,52.97208820832065
29.05000180144293,51.85402240130071
29.097247534048364,52.23411053906412
29.072802772316134,53.05588251808004
29.312580205233623,54.35874571387859
29.066724655185425,52.08136436168672
28.886003180913775,51.55527302059517
28.839798051335162,50.436541708551395
29.42696618460486,51.258587577566004
29.225323903267444,51.42995720008028
29.246985954023682,52.77569902468257
29.37670014134711,51.11047113827318
28.97690847186092,51.68176560980503
29.276539825168918,51.150299060661276
29.870717908196326,51.02943286839092
29.281667364540233,51.5687047774059
28.625583592947873,52.47898354549034
29.238614773631745,52.29430616033244
29.413657989971878,53.86332505689226
29.159754349341327,52.73617149310551
28.98015046476365,52.52992348320525
29.219661279291024,51.26218013992306
29.53515601114993,53.84214333561232
29.30630200276972,52.28419837014504
28.93504705556257,51.83904833902575
29.425989411145366,53.753077786067266
29.010358863703498,51.52625767174434
28.783889316500986,53.020810783069166
29.450084224564797,52.23263399487396
28.84454461111008,51.95980638987472
29.44147415192143,53.53570484294106
29.361895200062666,52.52401523234317
29.027004202506237,53.61552428107166
29.308095507455967,54.742164248744444
29.049097746805767,52.14754110381677
29.762208993897115,54.478210261137306
29.385410957233855,51.7622555443168
29.385989515481526,53.07306271954967
28.864735170377866,52.83671339237389
29.0796284453424,52.662542014582236
28.62140195190933,52.65407069678879
28.884966235984347,52.321133634175425
29.25852078059126,50.66136855944679
29.340213017979767,52.573370380675435
28.9667920459341,51.371542532673054
29.405742190331967,51.9543671872559
28.797669206559217,52.835649154745475
29.386636089051567,51.73432133982917
29.16714260616993,53.38539767765808
29.08870383410067,52.85459190744728
29.497088196709527,51.74286826686127
28.919185152391645,51.52120878598058
28.986244381754904,53.24347791922562
29.701981535176984,53.20157719684041
29.591259810985246,52.03552865262793
29.275389543005904,53.81646258788965
29.591456624712112,52.40216531002511
29.23912282599406,54.71904801624972
29.1613681082113,52.180344151978225
28.940986483351537,53.92222155071269
29.04844300335842,53.22548712570793
29.454585397744474,53.82357024496295
29.8972984698221,52.72437405957034
29.77017402340391,52.582115502439635
29.50123284064991,54.895255745898055
28.912696225108828,52.19824152903747
29.367376039178293,52.632795292035766
29.01968468331901,52.943276981589904
29.402505746441243,51.29566784057442
29.140329391058746,53.24844515706748
29.264416528648518,52.839406123300115
29.530725075572647,53.416145993690144
29.15689052227202,53.31941573664973
29.440469458845545,52.60542231099423
29.787382197093482,53.700337322358045
29.574985365684512,54.10893389919404
29.500180214466567,52.184715372728036
30.063348016428364,51.06287492706234
29.45126392386771,52.380974674609526
28.98422477800527,51.85088287670378
28.75292740735916,54.82040744258685
29.521881070878393,53.06107654169665
29.406546130478844,51.84313720564543
29.205625000921444,52.36132664418176
29.04726298156458,53.11537960921457
29.663973277199286,53.66754196368428
29.52014413503745,53.1903474427533
29.621063002795733,52.69326425358516
29.49555304777913,53.004499650399126
29.66200608757843,52.311241095312546
29.498925622871546,52.75957023494967
29.348222571041944,53.72490231430073
29.174545671048772,52.21297510133825
28.660978000075396,54.92900520194106
29.315788922140815,51.967230671401225
29.075150201462076,54.05147140759162
29.062606792514188,52.81983725771144
29.08037797358016,52.746000813235334
29.431491066113598,51.56523778880412
29.222563391370187,53.25680264943797
29.576906788234137,52.13565398630149
29.0634182843509,52.7060564618631
29.633339088776204,53.19347107101143
29.09672201160423,52.987950800376495
29.463320933736597,52.343560374280855
29.16006043789418,52.96805462284037
28.669583839985584,54.02471797082783
29.20220969091273,54.404834233653204
29.73107064579371,52.80783336367675
29.578093759684,53.788196122974895
29.187229188432205,54.813160345139195
28.87736721371363,52.916463941896374
29.189863894371634,53.42872043356931
29.722026906293664,54.52094528219
28.887762613291752,52.668208264455515
29.42866338288817,52.45123969748958
29.61590860327302,53.618130892710845
29.154524197595336,52.456506436138255
29.090073384465306,52.11968845886559
29.214327366223287,52.536949175258215
28.686354793194305,53.061322278516776
29.543716063872196,55.65984149571622
29.896144902148162,54.31466524085515
29.106073324458784,53.66986293159652
29.501428927735198,52.85200895979855
28.507694294798448,53.91971464778064
29.714791649340356,52.81948025617189
29.09810755307768,53.1889223667257
29.656369690204244,53.70093223056996
29.5365081079985,53.18031527513671
29.263314049266214,53.20226647128413
29.25411598679978,53.36994464742009
29.212516001360527,52.82521046640906
29.69879951267213,52.49420231162169
28.929931016141317,51.46463775628856
29.38896719362625,54.26236469545688
29.390747487537155,52.57511664377767
28.975196332293983,52.6114463285779
29.41198607844762,52.70618465103431
29.543775140460966,52.782364387440914
29.623596172560575,52.92085989667859
29.563968691023526,53.21016316577753
29.963316994298378,54.143743026879235
29.357037831986144,53.87464583947433
29.867721653233055,52.217849900338635
29.08350371870394,54.344533908652615
29.683432416877316,53.05973292451169
28.656898806931054,52.5708643177464
29.592631730112156,54.56318956305776
29.23990568064969,53.46147312565839
28.947723305279375,53.701186864163766
29.29507954464853,53.77283475237828
28.43295204296855,54.43760477352514
29.072168628338034,51.72136601762841
28.911528711082923,51.874417311245786
29.663509259252756,54.184553686532496
29.49325755669851,53.450600888825804
29.138928822190326,51.65271820665392
29.111283991377526,53.840998988305586
29.664350119582224,51.67463810794807
29.22260068300115,54.89964173240135
29.144698255061794,52.34423391813426
29.747948642280612,53.34760183856815
29.50308715410029,52.64962233854426
29.264820563119773,52.03091474185932
29.35411132779026,54.131458964584006
29.00655709809497,51.5891600086772
29.151331681800393,52.96904551464161
29.29631074955595,53.77844124725127
29.2982963381251,52.58166985801034
29.2700485007478,54.25015120589179
28.80450524990895,53.7729704143654
29.66406470885588,54.3254145529777
29.730016992865114,54.049647578418075
29.125571164927642,52.67189452089762
29.242434579261772,52.37931663004184
28.977149186883018,53.5951473074463
29.365061806577664,53.87651673858143
29.052529089214694,53.05292536956641
29.13433376924344,54.33261620116694
29.44345839050686,54.6300871128498
29.280117550480664,53.20767945161448
29.35013548452401,53.7507107959073
28.945019694591384,53.59349109962866
29.615728620480542,50.48310371687783
29.33842583525595,52.361600877876214
29.786276769710692,53.031840069896994
29.636781289200066,53.613325261393804
29.28986185097399,53.62903845844641
29.56816840916183,52.61915092935326
29.474094264709993,54.336575082972814
30.2770040732818,53.64617108246756
29.128831884386322,53.43292774869591
29.422542185904298,54.34164512554377
29.309667281418193,53.00312908139585
28.91470943702177,53.18493940322302
29.326855651772593,53.01633421777895
29.690771200594778,53.0908805034488
29.791420374315635,53.17157218739227
29.20634544700088,54.7652718143428
29.428291179617883,53.38465414656243
29.450494209721107,54.70736018691235
29.77762027339256,53.2826694816214
29.314296940983493,53.126096390044346
29.035047906899276,53.94716799914776
29.490254490591177,52.52682969584353
29.01868149626416,54.07459036650281
29.45139022689711,54.22746003783428
29.22839936021721,53.22396698268451
29.21902254555915,53.11652118716334
29.011566672419455,53.44943803817747
29.226225768417223,55.545903597224495
29.776707158367206,53.34886671528897
29.465552799397134,55.01943755312294
29.367154587941545,53.01013957648505
29.739525813004104,53.910505319782345
29.339568640023522,53.532800996062505
29.431652898665423,53.77524909482046
30.17686572950363,54.44397815049519
30.114120036080813,53.544985086249
29.855857722497756,51.66310614937466
29.43247052631827,55.08445038291476
29.60279379710345,51.96371911695872
29.345548729938727,52.30699536214634
29.86673442654147,53.66441494447644
29.645612403988334,54.93309837608256
29.39195365036366,52.797623872744516
30.045628069789455,52.51702514815953
29.03517236219761,53.66469496911398
28.953024064537292,53.30573825631829
29.415146381111683,52.34425733411788
29.830275732754288,54.7599734646774
29.220461284603495,53.95361507410321
29.376006862352632,52.9625604038919
29.63321084299841,53.18554789941976
29.608480816222407,52.772559787108314
29.274410748577235,54.68526840348815
29.47203526661737,55.59611555424458
29.509243161213714,53.403135160064565
29.24411130264056,54.721687984975745
29.318769161770472,55.69408769289374
30.03153651631277,53.26037064057676
29.379409516267383,54.05547774337353
29.618076862490568,54.200727970755935
29.761519426446185,54.33897899213515
29.052044982447534,53.248125460730016
29.81868432414768,54.032694820749235
29.257381325830583,51.64968185186804
28.95094449356674,53.8197568610703
29.649059606668786,55.21240781524784
29.252678310791268,52.86478867504425
29.79028938913366,53.424838804639
29.60202423834248,53.774446343844524
